index,case_id,title,question,baseline_run,k2_run,baseline_score,baseline_retrieval_score,baseline_answer_score,baseline_safety_score,k2_score,k2_retrieval_score,k2_answer_score,k2_safety_score,score_delta,retrieval_score_delta,answer_score_delta,safety_score_delta,baseline_answered,k2_answered,baseline_passed,k2_passed,baseline_result_count,k2_result_count,mcp_result_count,mcp_tool_call_count,mcp_tool_counts,baseline_artifact_matches,k2_artifact_matches,delta_artifact_matches,baseline_source_kind_coverage,k2_source_kind_coverage,delta_source_kind_coverage,baseline_module_hits,k2_module_hits,delta_module_hits,baseline_api_surface_hits,k2_api_surface_hits,delta_api_surface_hits,baseline_must_mention_coverage,k2_must_mention_coverage,delta_must_mention_coverage,baseline_source_uri_coverage,k2_source_uri_coverage,delta_source_uri_coverage,baseline_citation_coverage,k2_citation_coverage,delta_citation_coverage,baseline_hallucination_markers,k2_hallucination_markers,delta_hallucination_markers,baseline_missing_artifacts,k2_missing_artifacts,baseline_missing_source_kinds,k2_missing_source_kinds,baseline_missing_modules,k2_missing_modules,baseline_missing_api_surfaces,k2_missing_api_surfaces,baseline_missing_must_mentions,k2_missing_must_mentions,baseline_missing_source_uris,k2_missing_source_uris,baseline_missing_citations,k2_missing_citations,baseline_hallucination_markers,k2_hallucination_markers
26,flink-checkpointing-checkpoint-coordinator,Flink checkpointing pattern for CheckpointCoordinator,"For Flink checkpointing 2.2.0, inspect `CheckpointCoordinator`: trace checkpoint triggering and coordinator responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointCoordinator; CheckpointCoordinator source; CheckpointCoordinator neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointCoordinator.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointCoordinator.java,,,
27,flink-checkpointing-pending-checkpoint,Flink checkpointing pattern for PendingCheckpoint,"For Flink checkpointing 2.2.0, inspect `PendingCheckpoint`: explain pending checkpoint state transitions. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.9375,1,0.875,1,0.75,1,0.5,0,True,True,False,True,0,11,11,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for PendingCheckpoint; PendingCheckpoint source; PendingCheckpoint neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/PendingCheckpoint.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/PendingCheckpoint.java,,,
28,flink-checkpointing-completed-checkpoint,Flink checkpointing pattern for CompletedCheckpoint,"For Flink checkpointing 2.2.0, inspect `CompletedCheckpoint`: explain completed checkpoint metadata and lifecycle. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.9375,1,0.875,1,0.6875,1,0.375,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,0.75,-0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CompletedCheckpoint; CompletedCheckpoint source; CompletedCheckpoint neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CompletedCheckpoint.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CompletedCheckpoint.java,,,
29,flink-checkpointing-completed-checkpoint-store,Flink checkpointing pattern for CompletedCheckpointStore,"For Flink checkpointing 2.2.0, inspect `CompletedCheckpointStore`: inspect how completed checkpoints are retained. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,21,21,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CompletedCheckpointStore; CompletedCheckpointStore source; CompletedCheckpointStore neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CompletedCheckpointStore.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CompletedCheckpointStore.java,,,
30,flink-checkpointing-default-completed-checkpoint-store,Flink checkpointing pattern for DefaultCompletedCheckpointStore,"For Flink checkpointing 2.2.0, inspect `DefaultCompletedCheckpointStore`: inspect default completed checkpoint retention behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,36,36,11,"{""k2_answer_with_sources"": 1, ""k2_search_code"": 5, ""k2_search_docs"": 1, ""k2_search_tests"": 4}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for DefaultCompletedCheckpointStore; DefaultCompletedCheckpointStore source; DefaultCompletedCheckpointStore neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/DefaultCompletedCheckpointStore.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/DefaultCompletedCheckpointStore.java,,,
31,flink-checkpointing-checkpoint-stats-tracker,Flink checkpointing pattern for CheckpointStatsTracker,"For Flink checkpointing 2.2.0, inspect `CheckpointStatsTracker`: explain checkpoint statistics tracking. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.9375,1,0.875,1,0.75,1,0.5,0,True,True,False,True,0,23,23,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointStatsTracker; CheckpointStatsTracker source; CheckpointStatsTracker neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointStatsTracker.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointStatsTracker.java,,,
32,flink-checkpointing-checkpoint-stats-snapshot,Flink checkpointing pattern for CheckpointStatsSnapshot,"For Flink checkpointing 2.2.0, inspect `CheckpointStatsSnapshot`: inspect checkpoint statistics snapshot behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.9375,1,0.875,1,0.75,1,0.5,0,True,True,False,True,0,19,19,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointStatsSnapshot; CheckpointStatsSnapshot source; CheckpointStatsSnapshot neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointStatsSnapshot.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointStatsSnapshot.java,,,
33,flink-checkpointing-checkpoint-metrics,Flink checkpointing pattern for CheckpointMetrics,"For Flink checkpointing 2.2.0, inspect `CheckpointMetrics`: identify checkpoint metric fields used by reporting code. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointMetrics; CheckpointMetrics source; CheckpointMetrics neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointMetrics.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointMetrics.java,,,
34,flink-checkpointing-checkpoint-properties,Flink checkpointing pattern for CheckpointProperties,"For Flink checkpointing 2.2.0, inspect `CheckpointProperties`: explain checkpoint property flags and savepoint behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointProperties; CheckpointProperties source; CheckpointProperties neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointProperties.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointProperties.java,,,
35,flink-checkpointing-checkpoint-retention-policy,Flink checkpointing pattern for CheckpointRetentionPolicy,"For Flink checkpointing 2.2.0, inspect `CheckpointRetentionPolicy`: explain checkpoint retention policy choices. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.904167,0.933333,0.875,1,0.654167,0.933333,0.375,0,True,True,False,True,0,19,19,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,0.75,-0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointRetentionPolicy; CheckpointRetentionPolicy source; CheckpointRetentionPolicy neighboring test,CheckpointRetentionPolicy neighboring test,docs; code; test,,docs; flink-runtime,,checkpointing,,,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointRetentionPolicy.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointRetentionPolicy.java,,,
36,flink-checkpointing-checkpoint-id-counter,Flink checkpointing pattern for CheckpointIDCounter,"For Flink checkpointing 2.2.0, inspect `CheckpointIDCounter`: inspect checkpoint id allocation behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.904167,0.933333,0.875,1,0.716667,0.933333,0.5,0,True,True,False,True,0,21,21,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointIDCounter; CheckpointIDCounter source; CheckpointIDCounter neighboring test,CheckpointIDCounter neighboring test,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointIDCounter.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointIDCounter.java,,,
37,flink-checkpointing-standalone-checkpoint-id-counter,Flink checkpointing pattern for StandaloneCheckpointIDCounter,"For Flink checkpointing 2.2.0, inspect `StandaloneCheckpointIDCounter`: inspect standalone checkpoint id allocation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for StandaloneCheckpointIDCounter; StandaloneCheckpointIDCounter source; StandaloneCheckpointIDCounter neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/StandaloneCheckpointIDCounter.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/StandaloneCheckpointIDCounter.java,,,
38,flink-checkpointing-checkpoint-failure-manager,Flink checkpointing pattern for CheckpointFailureManager,"For Flink checkpointing 2.2.0, inspect `CheckpointFailureManager`: explain tolerated checkpoint failure handling. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.875,1,0.75,1,0.75,1,0.5,0,True,True,False,True,0,21,21,5,"{""k2_answer_with_sources"": 1, ""k2_search_code"": 1, ""k2_search_docs"": 1, ""k2_search_tests"": 2}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.5,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointFailureManager; CheckpointFailureManager source; CheckpointFailureManager neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,state; savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointFailureManager.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointFailureManager.java,,,
39,flink-checkpointing-checkpoint-plan-calculator,Flink checkpointing pattern for CheckpointPlanCalculator,"For Flink checkpointing 2.2.0, inspect `CheckpointPlanCalculator`: trace checkpoint plan calculation responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,22,22,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointPlanCalculator; CheckpointPlanCalculator source; CheckpointPlanCalculator neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointPlanCalculator.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointPlanCalculator.java,,,
40,flink-checkpointing-default-checkpoint-plan-calculator,Flink checkpointing pattern for DefaultCheckpointPlanCalculator,"For Flink checkpointing 2.2.0, inspect `DefaultCheckpointPlanCalculator`: inspect the default checkpoint plan calculation implementation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.9375,1,0.875,1,0.8125,1,0.625,0,True,True,False,True,0,22,22,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for DefaultCheckpointPlanCalculator; DefaultCheckpointPlanCalculator source; DefaultCheckpointPlanCalculator neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/DefaultCheckpointPlanCalculator.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/DefaultCheckpointPlanCalculator.java,,,
41,flink-checkpointing-checkpoint-request-decider,Flink checkpointing pattern for CheckpointRequestDecider,"For Flink checkpointing 2.2.0, inspect `CheckpointRequestDecider`: explain checkpoint request scheduling decisions. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.9375,1,0.875,1,0.75,1,0.5,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointRequestDecider; CheckpointRequestDecider source; CheckpointRequestDecider neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointRequestDecider.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/CheckpointRequestDecider.java,,,
42,flink-checkpointing-checkpoint-resources-cleanup-runner,Flink checkpointing pattern for CheckpointResourcesCleanupRunner,"For Flink checkpointing 2.2.0, inspect `CheckpointResourcesCleanupRunner`: inspect checkpoint resource cleanup behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.9375,1,0.875,1,0.75,1,0.5,0,True,True,False,True,0,18,18,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointResourcesCleanupRunner; CheckpointResourcesCleanupRunner source; CheckpointResourcesCleanupRunner neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/dispatcher/cleanup/CheckpointResourcesCleanupRunner.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/dispatcher/cleanup/CheckpointResourcesCleanupRunner.java,,,
43,flink-checkpointing-checkpoint-storage-loader,Flink checkpointing pattern for CheckpointStorageLoader,"For Flink checkpointing 2.2.0, inspect `CheckpointStorageLoader`: explain checkpoint storage loading during configuration. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.9375,1,0.875,1,0.6875,1,0.375,0,True,True,False,True,0,12,12,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,0.75,-0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointStorageLoader; CheckpointStorageLoader source; CheckpointStorageLoader neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/CheckpointStorageLoader.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/CheckpointStorageLoader.java,,,
44,flink-checkpointing-checkpoint-storage-coordinator-view,Flink checkpointing pattern for CheckpointStorageCoordinatorView,"For Flink checkpointing 2.2.0, inspect `CheckpointStorageCoordinatorView`: explain the coordinator-facing checkpoint storage contract. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.904167,0.933333,0.875,1,0.779167,0.933333,0.625,0,True,True,False,True,0,19,19,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointStorageCoordinatorView; CheckpointStorageCoordinatorView source; CheckpointStorageCoordinatorView neighboring test,CheckpointStorageCoordinatorView neighboring test,docs; code; test,,docs; flink-runtime,,checkpointing,,checkpointing; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/CheckpointStorageCoordinatorView.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/CheckpointStorageCoordinatorView.java,,,
45,flink-checkpointing-state-backend,Flink checkpointing pattern for StateBackend,"For Flink checkpointing 2.2.0, inspect `StateBackend`: explain state backend responsibilities during checkpointing. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.904167,0.933333,0.875,1,0.716667,0.933333,0.5,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for StateBackend; StateBackend source; StateBackend neighboring test,StateBackend neighboring test,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/StateBackend.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/StateBackend.java,,,
46,flink-checkpointing-operator-state-backend,Flink checkpointing pattern for OperatorStateBackend,"For Flink checkpointing 2.2.0, inspect `OperatorStateBackend`: inspect operator-state checkpointing responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.9375,1,0.875,1,0.75,1,0.5,0,True,True,False,True,0,18,18,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.75,0.75,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for OperatorStateBackend; OperatorStateBackend source; OperatorStateBackend neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/OperatorStateBackend.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/OperatorStateBackend.java,,,
47,flink-checkpointing-keyed-state-backend,Flink checkpointing pattern for KeyedStateBackend,"For Flink checkpointing 2.2.0, inspect `KeyedStateBackend`: inspect keyed-state checkpointing responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.1875,0,0.375,1,0.966667,0.933333,1,1,0.779167,0.933333,0.625,0,True,True,False,True,0,21,21,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.75,1,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for KeyedStateBackend; KeyedStateBackend source; KeyedStateBackend neighboring test,KeyedStateBackend neighboring test,docs; code; test,,docs; flink-runtime,,checkpointing,,savepoint,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/KeyedStateBackend.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/state/KeyedStateBackend.java,,,
48,flink-checkpointing-savepoint-restore-settings,Flink checkpointing pattern for SavepointRestoreSettings,"For Flink checkpointing 2.2.0, inspect `SavepointRestoreSettings`: explain savepoint restore settings during upgrades. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for SavepointRestoreSettings; SavepointRestoreSettings source; SavepointRestoreSettings neighboring test,,docs; code; test,,docs; flink-runtime,,checkpointing,,,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/jobgraph/SavepointRestoreSettings.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/jobgraph/SavepointRestoreSettings.java,,,
49,flink-checkpointing-savepoint-format-type,Flink checkpointing pattern for SavepointFormatType,"For Flink checkpointing 2.2.0, inspect `SavepointFormatType`: explain savepoint format choices. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.904167,0.933333,0.875,1,0.654167,0.933333,0.375,0,True,True,False,True,0,27,27,8,"{""k2_answer_with_sources"": 1, ""k2_search_code"": 4, ""k2_search_docs"": 1, ""k2_search_tests"": 2}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,0.75,-0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for SavepointFormatType; SavepointFormatType source; SavepointFormatType neighboring test,SavepointFormatType neighboring test,docs; code; test,,docs; flink-core,,checkpointing,,,checkpointing,repo://apache/flink@release-2.2.0/flink-core/src/main/java/org/apache/flink/core/execution/SavepointFormatType.java,,repo://apache/flink@release-2.2.0/flink-core/src/main/java/org/apache/flink/core/execution/SavepointFormatType.java,,,
50,flink-checkpointing-checkpoint-coordinator-configuration,Flink checkpointing pattern for CheckpointCoordinatorConfiguration,"For Flink checkpointing 2.2.0, inspect `CheckpointCoordinatorConfiguration`: inspect checkpoint coordinator configuration options. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.125,0,0.25,1,0.904167,0.933333,0.875,1,0.779167,0.933333,0.625,0,True,True,False,True,0,20,20,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.5,0.75,0.25,0,1,1,0,1,1,,,0,flink docs for Flink checkpointing pattern for CheckpointCoordinatorConfiguration; CheckpointCoordinatorConfiguration source; CheckpointCoordinatorConfiguration neighboring test,CheckpointCoordinatorConfiguration neighboring test,docs; code; test,,docs; flink-runtime,,checkpointing,,state; savepoint,savepoint,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/jobgraph/tasks/CheckpointCoordinatorConfiguration.java,,repo://apache/flink@release-2.2.0/flink-runtime/src/main/java/org/apache/flink/runtime/jobgraph/tasks/CheckpointCoordinatorConfiguration.java,,,
51,kafka-rest-connector-plugins-resource,Kafka Connect pattern for ConnectorPluginsResource,"For Kafka Connect REST 4.2.0, inspect `ConnectorPluginsResource`: trace connector plugin validation through the REST resource. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,11,11,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorPluginsResource; ConnectorPluginsResource source; ConnectorPluginsResource neighboring test,,docs; code; test,,docs; connect,,rest,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorPluginsResource.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorPluginsResource.java,,,
